Year,Month,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA
2015,10,34259,9015,19527,14932,68040,33883,13696,3723,72173,26435,0,8766,32352,34174,3520,12165,21321,27416,10432,9647,8903,24741,27705,16663,39559,9882,2837,7306,8333,7315,10264,28926,17553,6674,50568,24174,25358,61040,1904,16222,9607,43058,90067,6990,3248,38588,29264,15414,30294,3991,1121924
2015,11,47709,6646,22748,18514,80747,37949,16800,4713,84002,33068,0,9215,42671,47667,4894,16495,27904,33566,8741,11635,10591,31861,24362,23766,46051,8305,3930,8641,9109,8313,10832,32983,22255,5608,69570,31534,25418,79049,2078,22844,8543,54138,114191,10628,3134,47374,30091,19216,31962,4308,1356369
2015,12,84765,10473,42609,29907,132744,61086,24479,7201,139879,62229,0,15432,59355,73928,6149,25626,47067,55359,13485,15120,15311,45498,33380,40200,77312,13591,5126,15399,14982,11018,17641,44516,35347,7521,103571,52393,41014,108813,3322,39185,12757,90450,196561,18414,4723,72295,51205,30076,43921,7966,2160401
2016,1,42380,5568,25939,14581,92163,39555,17698,4339,93957,29150,0,8463,45794,46819,2945,16743,22379,27555,8125,9654,11579,28521,22339,17757,47570,7324,2485,9445,10952,8683,10820,28873,15398,4900,60423,31753,26333,67579,2577,19664,8081,48253,117478,8816,3441,43654,34524,13594,29704,4428,1300755
2016,2,46477,6016,27335,18456,79230,38091,17841,4560,93205,36838,0,9259,44819,49880,3190,16530,31198,27166,9049,10372,9822,31478,23582,23410,50368,8409,2270,10335,10423,9811,13403,28620,17745,4703,70273,32212,28781,73724,2352,23653,8600,56106,117611,8892,4168,47166,35269,19296,32779,4612,1379385
2016,3,24450,6319,23791,13623,82727,35086,18582,4134,80786,27796,0,8566,43005,43666,3291,13756,23085,22642,8466,10399,11014,29179,26300,17684,44701,8310,2097,9704,9567,11138,11653,28842,14627,4825,63377,25649,27023,72788,2479,19241,7449,43959,92770,8103,3852,41905,32706,16560,34117,4259,1220048
2016,4,17451,6167,21787,10321,77242,32510,16047,3325,72797,21265,0,7432,36896,34609,2666,10932,17431,19484,7586,9424,9996,22879,26120,13508,34407,7711,1789,8406,8880,10465,9808,27027,12346,5076,53485,23160,23100,63115,2068,14896,6786,36005,78226,7597,3212,35795,27639,12942,29752,3912,1045480
2016,5,13707,5323,18942,8508,73148,29400,13527,2966,64001,17157,0,6771,28548,27614,1709,8745,13929,16423,5756,8398,8247,16830,17387,11078,28861,6903,1369,7110,7049,9770,8305,21768,10312,3117,41696,18340,21232,48756,1613,12096,5169,30567,69348,6561,2242,29837,25472,10860,20520,3354,870341
2016,6,17405,6662,23586,10691,91227,35642,16292,3681,92959,22365,0,8062,35955,32761,2217,10551,16224,22267,6860,9339,10600,19460,20251,13211,34836,7752,1737,8700,8821,10806,10398,23680,14096,3917,44980,22961,25454,56553,2266,16246,6051,39135,86839,7661,2681,36605,33594,12190,24851,3975,1075053
2016,7,18527,6118,24261,12068,111252,36500,15595,3642,92730,25206,0,7618,34183,33943,2441,11808,16848,36373,6884,9618,13302,20152,20236,17445,37045,7188,1654,8836,9100,10074,10121,25308,14884,3970,48994,22433,24791,58655,2340,16915,5906,43768,91509,7087,2668,42466,29959,12267,23937,3618,1142243
2016,8,16787,6594,22371,12314,100082,34452,14100,3400,78675,22883,0,7772,93310,34346,2552,11111,16755,25425,7251,9470,9046,20427,22350,21290,36130,7755,1952,7825,8343,9728,10031,26142,14656,4046,46573,22439,22834,57859,2058,16558,6281,40125,88055,6697,2720,37888,28687,12787,27595,4001,1142528
2016,9,16265,6141,22445,11641,95776,34190,8000,3813,73537,22993,0,8799,32947,32731,2882,11176,17936,28180,9564,9209,9271,22079,26869,14149,35608,8500,2271,7579,9054,9309,9724,28596,16053,4837,45029,21320,26371,58829,2028,16648,7550,36982,85490,7636,3126,37966,31769,13309,28791,3916,1078884
2016,10,17454,8476,23692,14524,119344,40335,9220,4378,83223,27317,0,10178,49815,40469,3814,14254,21014,27260,12000,11278,10637,27124,31482,16643,45742,10208,2993,9813,10902,10175,11027,33250,18592,6363,56697,24864,28161,73099,2420,18061,10596,43615,97701,8536,3767,46039,37451,15216,33888,4259,1287366
2016,11,24671,7980,28961,19809,169619,47057,10456,5471,104446,36129,0,11443,48674,51015,5562,19020,28660,34811,9711,15123,12447,35033,29286,23747,52827,9103,3938,11417,11346,11317,13033,37879,26125,5575,73287,35729,32724,86717,2631,25560,9716,57197,122205,12627,3499,57665,38851,19756,38128,5049,1583032
2016,12,32161,8219,33692,23287,234802,49893,11275,5913,115805,47930,0,12961,47853,54393,5238,19832,35121,43153,9863,14039,11523,30002,26638,31294,59524,10038,3998,12203,11034,10577,15431,35936,31378,4915,74045,39594,34941,82948,2518,31616,9175,69721,145284,16026,3973,61499,40974,23378,32412,5753,1773778
2017,1,13921,3973,20962,11007,67100,31163,8366,3419,78411,21300,0,5995,36546,34608,2239,11463,17132,20701,5943,9919,9473,18352,17825,12943,35749,5074,1843,7101,8316,9274,9049,25704,13281,3443,44885,21403,21056,54938,2121,16365,5610,37701,79227,6225,2686,36514,27930,11448,22021,2944,974669
2017,2,18563,5330,26328,14739,72248,36910,8770,4171,87795,29658,0,8412,41055,42666,2767,14524,24908,21813,6698,10717,9741,26184,22854,18189,45608,6827,2133,8985,9348,9601,12573,26852,16093,4180,57925,25964,28151,66878,2312,22150,7559,49966,96630,8885,3586,46191,33672,16069,31309,3721,1198208
2017,3,18254,6133,25791,14652,79603,38336,10209,4439,90554,29983,0,9976,46136,45324,3519,14152,23753,23815,8346,11448,11344,28024,28666,18903,48379,8779,2191,9856,10970,10993,12221,29828,16642,4578,61264,26317,30698,77129,2521,21404,7627,46817,96839,8695,4034,48820,36007,16350,37773,4313,1272405
2017,4,12345,6291,22554,10374,73184,34196,8798,3445,77508,20653,0,8269,36675,34679,2659,11046,17067,18001,7314,9814,9862,22387,26643,12850,36683,7641,1793,8167,8953,9119,10457,27819,12204,4907,50236,24449,26020,60229,2101,15642,6360,35716,78549,7445,3804,47551,30159,12608,30921,3537,1049684
2017,5,12320,5696,20129,9654,69697,30340,8035,2980,73084,19222,0,7341,32270,29271,2011,9504,14724,17939,6184,9025,8149,18131,16471,11543,31682,6791,1393,7394,7249,8694,9242,25630,11371,3431,40588,19494,22379,53926,1853,14603,5345,34130,75574,6562,2570,34847,27798,10730,24304,3359,924659
2017,6,13645,5578,19786,10186,69296,31268,8211,2946,76766,20982,0,7711,31675,29678,1778,10048,14722,19429,5617,8200,8377,19411,14564,12666,33064,7127,1384,7247,7414,7790,9320,23210,11937,3524,39536,21051,22851,52725,1861,16882,5059,36164,83321,6504,2381,36081,28777,10131,24103,3256,945240
2017,7,11318,5787,18100,8590,61262,29152,7501,2548,71190,17616,0,6503,29077,26914,1769,9153,13014,16650,5220,7822,6634,17539,13590,10508,29119,5768,1311,6051,6787,7034,8677,21562,11106,3463,37307,17625,19038,49182,1622,12812,4580,32829,69004,5310,2273,35040,23576,9954,22112,2785,843384
2017,8,12861,6144,20085,10667,70388,31583,7567,3072,73294,20418,0,7573,31919,30945,2160,10408,15297,20175,6343,8644,7848,20475,17473,17613,33541,6980,1799,6773,7173,7443,9461,23447,13988,4224,38155,20477,20762,53876,1701,15462,5606,35360,76728,6134,2669,36884,25716,10179,27750,3321,948561
2017,9,12592,5629,20560,10941,64730,31268,7101,3086,61188,19724,0,8691,29305,29145,2819,10146,16451,23479,7611,8488,8164,19872,18158,12906,33429,7629,2114,6989,7793,7165,10454,25788,13465,4459,38311,19437,23337,53095,1759,14285,6470,34007,83776,7012,3037,35851,27050,11968,24706,3510,938950
2017,10,13788,7194,20458,12880,69274,35792,7655,3341,80195,23534,0,9318,33400,31271,3367,11600,18364,23218,9337,10574,8567,23190,20182,14598,40075,8868,2602,7906,8145,7852,11345,27722,16374,5319,43704,22059,23403,59594,2048,16234,8075,39030,87240,7619,3454,39256,30619,13632,28109,3634,1055015
2017,11,22377,6863,26028,19358,84861,44293,8823,4230,99532,32844,0,11433,43381,46091,5183,17499,27283,31370,7726,13184,10070,33347,17966,22948,51941,8825,3854,9470,9149,9433,13793,32402,23196,5550,63007,34197,29093,76608,2136,22731,8833,57142,118401,11896,3229,52133,35666,18928,33297,4992,1376592
2017,12,29563,7660,32604,23080,87738,50838,9706,5000,111764,42592,0,13926,44024,49403,4964,20442,33985,38059,8687,13000,10024,28136,17108,30392,59129,10711,4006,11159,9827,9341,16633,31404,28838,5496,65229,37768,33752,77694,2236,30060,9345,68669,145346,15404,3746,59657,40400,22781,31248,6152,1548726
2018,1,12455,3851,20256,10551,63749,32028,7257,2797,74103,19063,0,6746,32438,29963,2185,10893,14655,17405,4893,9222,7571,15588,9908,12132,31828,5059,1857,7037,6769,8010,9513,20536,12250,3442,36463,20204,21669,47577,1839,14016,5341,34520,75906,6632,2260,34065,28931,10204,19815,3223,888675
2018,2,17235,4661,26299,15028,67239,37622,8649,3725,91005,28544,0,9161,39807,40609,2797,14451,24752,21459,6875,10125,8974,23589,13021,18486,44262,6848,2133,9010,9035,8459,13208,25887,16700,4156,54381,26794,27053,66308,2587,20753,6755,49906,99393,8655,3852,45849,32579,15901,28618,4031,1167226
2018,3,18632,7028,30509,16606,84416,46573,10548,5376,104257,32528,0,12071,50686,49322,3838,16756,26490,24820,9489,13802,11466,31524,20534,20301,53439,10113,2632,10931,11756,10195,15553,31422,19911,5748,66104,31046,34884,87676,3459,23058,8497,53916,107961,11174,6157,54568,42151,19585,40188,5451,1415147
2018,4,12261,6630,22136,10055,67121,35250,7638,4012,75454,19929,0,8687,35752,33404,2355,10907,16482,17639,7740,10256,8287,20996,17035,12508,35330,7218,1622,7762,9331,8958,10893,26699,12786,4721,43704,22465,26380,60565,2282,15116,5837,37014,74830,7569,5067,36419,31249,12467,29424,4035,1002277
2018,5,11290,6748,19260,8311,63225,29538,6575,2784,69414,17769,0,7707,27672,26056,1644,8298,13094,15678,5830,8623,7109,15450,10102,10868,28216,6548,1277,6964,7406,8037,9416,20731,10703,3324,31872,18549,22335,50466,1841,12809,4542,31782,67920,6544,2800,30860,27068,9891,19930,3805,838681
2018,6,11312,5527,18430,8814,60217,28326,6766,2673,65646,18196,0,7884,26204,25792,1547,8463,12643,17454,5383,7873,6795,15201,9264,11048,28974,6353,1212,6769,7130,7413,9211,19666,10409,3183,29909,19025,21362,48126,1622,13194,4465,33025,72191,5922,2709,30053,26931,9674,18375,3468,821829
2018,7,10094,4948,17652,8396,54676,27666,6435,2430,61058,15889,0,6774,25261,23407,1580,8687,11479,15889,5201,7279,5886,14467,8880,10024,26771,5683,1198,5962,6637,6857,8823,17672,9797,3018,29077,16900,18245,43261,1428,11865,4094,30099,63387,5346,2297,31060,24199,8959,17551,3181,757425
2018,8,12224,6051,19400,10967,63400,30585,6814,2567,65072,19230,0,7712,28515,28053,2119,9669,14287,19160,6155,8286,7367,16679,12416,14898,32738,6802,1611,6770,7482,7216,10094,20839,12325,3940,33006,20211,20699,50101,1690,14786,5347,35273,78288,5900,2761,32752,26802,10613,22843,3815,886330
2018,9,11322,5049,18686,9811,56537,28562,6432,2538,57638,18378,0,8416,26861,25566,2558,9069,13365,19506,7152,7939,6484,18118,15374,13173,30310,7343,1650,6333,7478,6138,9277,23970,10672,4635,32750,17681,22374,49392,1571,12217,5869,31830,71907,6352,3573,31411,27066,11404,24773,4012,850522
2018,10,11644,6892,17887,11671,58518,30226,7189,3122,61827,19833,0,8508,29447,29254,2897,9835,15949,19768,8426,9285,6979,20587,20140,13361,35572,7976,2309,6254,7768,6674,9365,25632,14401,5385,36366,19567,21870,56022,1835,13973,7389,35314,70957,6503,3208,33611,30019,12920,27447,3831,925413
2018,11,20221,6091,23316,17149,71516,37413,8272,3857,82773,29639,0,10604,38146,41774,4665,14443,24501,27644,6952,11306,8238,29814,18586,21197,44775,7855,3201,8557,8660,7216,12202,28269,21755,5191,54502,29898,26775,69815,2034,21395,7926,52280,101080,9913,2958,45089,46195,17852,33091,4730,1231331
2018,12,25922,6701,29294,20641,78433,44578,9357,4687,97523,39367,0,13336,43221,46731,4731,17255,29697,32913,8668,11959,8384,28027,21663,27300,51677,9557,3534,10619,9998,7659,14468,30891,26198,5229,58848,34381,31364,75607,2100,26930,7813,63333,127099,13060,3712,51701,50959,21484,31960,5996,1426565
2019,1,12781,3991,20505,11019,63091,30784,8101,3368,71904,20447,0,7714,32546,30107,2083,10835,15343,17738,5557,8854,7432,16493,16560,13216,31574,5329,1871,8051,7320,6762,9711,22562,13709,3689,34339,20845,22758,51984,1979,16319,5311,37939,72988,6195,2399,36622,32861,11080,22711,3425,920802
2019,2,14384,4617,23290,13328,62862,33146,7931,3106,75508,25328,0,8121,37345,34931,2154,12019,20584,19269,5812,8621,7519,19712,16391,16388,36653,5712,1578,8711,8736,6917,12554,22405,14348,3706,42395,23623,23652,60884,1999,19692,5921,42771,84651,6798,3152,40319,29718,13647,24816,3977,1021701
2019,3,17138,6549,26859,14651,74996,39393,9322,4062,85439,29856,0,11359,43883,43357,3278,14505,25071,21673,7773,10548,9093,26852,25924,18186,45297,8582,2091,10614,9925,8251,14731,27841,16228,5238,51969,27902,29376,77018,2486,21889,7167,47277,93999,9350,4038,47140,38696,16418,36529,5148,1234967
2019,4,11790,5847,21746,9633,67583,31404,7067,3081,69236,18893,0,8600,30845,30425,2006,9324,16964,15667,6449,8392,6756,18672,24041,11781,30413,7027,1427,7610,7830,8014,10676,23446,11543,4497,37602,20029,23246,54750,2057,14483,5595,33691,68621,6961,3216,33661,32487,11269,28331,4083,928767
2019,5,11102,5642,19922,8813,65732,29740,6931,2845,65483,17392,0,8068,26289,25258,1614,8726,13338,14893,5694,7144,6491,15839,17511,11015,28817,6427,1182,6824,6613,7555,9747,19852,10279,3650,29768,17879,20780,48870,1721,13337,4836,32328,69412,6183,2643,29210,34810,9078,21513,3826,842622
2019,6,12198,4886,19271,8617,70618,28501,6278,2438,64080,17320,0,7773,25127,25308,1440,7929,14026,13972,5099,6606,6555,14825,14735,9951,27781,6189,1215,6753,6618,7103,9377,17730,10398,3444,30367,17547,20176,46375,1491,13462,4721,31995,67886,5647,2260,32349,62750,9197,19462,3666,853512
2019,7,15325,4709,18854,8130,54715,27305,6047,2518,62759,15794,0,7335,23401,23358,1410,8135,13538,13779,4808,6378,6116,13669,14412,9860,26391,6061,1147,6296,6087,6961,9421,16371,9906,3344,27224,16451,19324,43894,1465,11968,4536,30801,60624,5322,2167,31627,21179,8420,17446,3352,760140
2019,8,33905,6273,25062,11505,65691,32272,7303,3224,80468,22035,0,9298,29176,33882,2166,10836,18461,19692,6963,8151,8086,19348,21165,17229,36305,7422,1718,8162,8137,7598,11903,21022,14661,4705,37787,21709,23436,56918,1810,16952,6029,41830,93254,6318,2915,40211,23919,11293,25822,4056,1028083
2019,9,28710,5513,22092,10326,57026,29438,6418,2971,69341,19392,0,9045,28042,28518,2457,9468,16044,19831,7834,7865,6511,21382,23867,12762,31262,7691,1719,7016,7596,7263,10189,26292,13214,5030,32601,18680,22589,54707,1727,13892,6008,35244,84741,6644,2969,36084,24024,10374,27238,4125,943772
2019,10,32467,7508,20988,12724,59331,31174,6839,3590,73644,22205,0,9932,28403,31102,3164,10954,18716,20923,9199,9272,7245,23268,26448,14303,38153,8682,2286,7530,8312,7211,10346,26927,15416,5332,37853,21786,24088,61519,1894,16278,7797,38583,81838,7029,3329,39423,26413,12563,29598,4207,1027792
2019,11,45664,6611,24268,17305,62972,34643,7921,3930,85886,30547,0,11405,34714,42696,4902,15550,26046,25911,7749,10783,8235,33750,24108,21718,45019,8008,3112,8423,8385,7835,11921,28274,22463,5208,53587,34269,26617,72223,2017,22401,7742,50633,106305,9521,3082,56663,26601,16519,34611,4817,1263570
2019,12,61844,7147,31270,20617,76300,42307,8576,4590,106623,40865,0,14698,39157,48830,4776,17937,32138,32659,8329,11273,8011,29718,22613,28602,51973,10241,3426,10690,9048,8304,13983,27294,27044,5621,57969,36227,31630,73490,2212,28422,8215,64592,131229,13083,3457,75686,36035,19664,32945,6734,1488094
2020,1,37399,4134,24710,12948,61072,33963,8701,3831,81403,23654,0,8675,33095,37857,2282,12887,20939,19693,6725,9628,8834,21222,18429,15513,36749,6389,2071,8297,9025,8193,11484,25119,16308,4277,40352,25509,24504,59866,2456,18690,6051,45233,89383,6898,3032,67528,31096,13061,25573,4083,1098821
2020,2,39563,4913,27661,14470,62436,33870,10770,3697,86417,28990,0,10441,33417,41745,2694,14672,25821,20271,7346,10264,9232,24985,22023,18744,41185,7151,1984,9639,9013,8407,12943,25481,16722,4864,48209,27278,27148,68910,2350,22267,7023,49516,97390,7991,3620,65863,31621,15638,30623,4621,1201899
2020,3,56074,9349,73002,25757,135200,71406,17907,7645,167355,64464,0,21234,63647,73343,6260,27520,46135,37916,14078,23127,16188,84293,38436,28667,69572,13702,3889,19602,20816,10817,22346,54020,36862,8314,98844,43227,52507,103380,5627,38167,10439,77657,223724,23201,6994,82857,58134,21670,62521,8047,2285939
2020,4,44190,7972,52024,23567,97308,50271,9017,5169,119510,48145,0,17515,42966,48319,3667,17475,34901,28031,10822,14360,2843,40398,26049,26175,54082,12307,2379,17409,13572,8965,12258,22094,25184,6313,60057,35681,38762,68859,3626,30138,7836,59284,145059,17011,5597,64509,47127,19168,40481,7637,1596089
2020,5,48777,8313,43878,19558,85860,45746,8041,4428,104166,48592,0,16067,37919,47878,3198,16970,33912,30086,9910,12977,9640,63772,27242,26777,51385,12288,2173,16031,11771,9589,15769,22485,22742,5786,59274,31287,35964,72795,2969,31910,6747,58190,128968,13374,4945,58273,43773,18421,38366,5911,1534893
2020,6,71615,8561,64245,24588,125630,56624,11317,7806,184583,66868,0,19507,66116,60859,4416,20435,40708,42323,11426,18823,13132,79474,32173,34340,59718,13078,2688,19917,14322,13455,19193,47975,31598,7141,80887,38821,41169,114747,4886,43029,8453,74402,178596,17849,4888,83263,59082,19543,50311,7320,2121900
2020,7,55827,9446,48678,20883,113820,48127,10668,6265,151430,56825,0,16290,45463,51514,2984,17619,33246,38691,9867,16279,10339,69959,31260,29859,53233,11026,2102,17121,11920,14276,16401,39043,25348,5942,66269,33440,34383,100198,3766,33838,7249,64917,147546,14505,4433,69927,52932,16586,40733,6541,1789014
2020,8,46380,8859,42396,18250,112110,45799,9582,5613,125961,41544,0,15664,43652,48342,3525,16489,31059,29408,9892,16329,11365,62610,34432,27160,47270,11102,2454,14488,11200,16778,15098,36559,23188,6198,60616,29017,33786,93723,3399,27818,8192,57913,130519,12367,4314,60855,47324,15245,45534,6616,1627994
2020,9,43438,7154,39926,18105,105711,43773,9828,5727,114699,39582,0,15734,42997,45379,3826,15466,28066,30354,11656,18406,11807,61344,37301,20575,45626,11798,2515,13422,11583,20600,14074,39426,23318,6474,55250,28551,33901,93432,3647,25655,8575,52734,123083,13187,4620,54997,45514,14447,45270,6371,1568924
2020,10,44850,6955,40965,19305,113981,47545,11370,6786,125439,43338,0,16555,44822,49419,4424,17510,30176,30445,13968,20881,14202,67014,39442,22316,51746,12201,3229,13469,13326,21297,14066,42923,25718,7205,61955,29209,36535,103233,4103,28878,10353,57816,125490,14324,5177,65459,48195,16310,47153,6199,1697277
2020,11,57139,8114,44365,24127,101440,52269,12354,7012,135207,49707,0,19765,48782,57455,6204,22575,35295,38740,11604,22675,14822,74300,36060,29294,59562,12492,4550,14675,14659,22748,13902,43517,33670,7277,74326,38268,37642,110143,4135,34502,11523,71390,144602,19390,4931,67421,50570,20808,49234,8693,1883935
2020,12,63279,8143,42992,24803,106230,49717,11117,6266,131006,51023,0,20189,47390,55660,5071,21124,38296,40120,11017,20322,13052,67045,33247,32583,59919,13915,4006,13814,12756,20934,17144,38662,32536,7212,64028,39396,37700,92251,3328,32960,10658,74415,147207,19127,5075,67804,49894,20518,42398,8603,1835952
2021,1,60917,8388,47900,23347,98089,54459,14244,7061,148814,52855,0,21184,55814,64572,4562,23419,38078,35413,12805,23194,17023,78125,37128,27947,63614,13798,3349,14581,17123,27963,17519,42238,30358,7975,76531,40840,39467,114304,4368,33626,11171,78124,141369,17550,5947,70569,52214,21009,48677,8271,1957893
2021,2,39503,6183,33389,13195,75203,39288,9480,4649,101037,33587,0,13751,36948,42600,2733,14678,22209,22707,8155,16122,11710,49560,27995,16707,41217,8921,2021,10855,10748,20045,13533,29527,19549,5229,47803,24076,26249,77198,3396,23992,8140,48959,88355,11520,3842,50132,40607,13370,34362,5420,1310455
2021,3,59024,9467,52249,26321,92932,56019,13622,6440,135466,53088,0,20686,53859,60151,4299,22885,38428,38057,13295,20832,14837,71095,40589,31395,65739,14985,2994,14336,15267,24331,20635,40241,27433,8155,69764,39430,37670,105365,4222,35569,10763,74774,154016,17322,5861,70101,50667,20833,54356,8169,1928034
